incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC00129,DEP009,DOC0011,NUR0123,Data Privacy Incident,High,2026-04-03,09:35:29,Pariatur odio eligendi laudantium praesentium. Illum blanditiis porro eos aspernatur dicta.,Non totam officia error deserunt harum voluptatum.,Open
INC00130,DEP007,DOC0077,NUR0087,Needle Stick Injury,Low,2026-05-01,13:08:12,Deserunt unde recusandae quo. Et facilis nemo delectus.,Debitis optio architecto eius optio suscipit blanditiis voluptatem maxime voluptate corrupti.,Open
INC00131,DEP009,DOC0036,NUR0128,Wrong Patient Identification,Low,2024-12-08,20:32:49,Doloribus officiis amet ut odio.,Molestias nisi odit id architecto.,Open
INC00132,DEP002,DOC0013,NUR0061,Wrong Patient Identification,Medium,2025-09-28,03:41:04,Officia similique repellendus iste eaque consequuntur a.,Quis labore illo praesentium dolores quo.,Resolved
INC00133,DEP001,DOC0084,NUR0083,Patient Complaint,High,2026-04-18,03:02:42,Recusandae optio doloremque reiciendis exercitationem corrupti.,Totam corrupti iusto corrupti quasi.,Under Investigation
INC00134,DEP004,DOC0002,NUR0157,Patient Fall,Low,2025-11-19,19:01:04,Dicta inventore saepe eos nihil.,Exercitationem aliquid dolorem eum tempore harum ipsa maiores possimus exercitationem.,Open
INC00135,DEP007,DOC0077,NUR0033,Laboratory Error,Critical,2024-07-31,00:58:57,Pariatur suscipit rem unde rem. Eveniet tenetur harum officiis officiis reprehenderit optio.,Similique dolorum aperiam eos ex repudiandae sunt quibusdam nemo.,Open
INC00136,DEP008,DOC0042,NUR0152,Needle Stick Injury,Medium,2025-04-11,23:41:58,Eaque odit illo unde possimus. Numquam ratione perferendis odio ex.,Voluptate aspernatur praesentium repudiandae facere dolorem.,Under Investigation
INC00137,DEP004,DOC0082,NUR0157,Delay in Treatment,High,2025-11-03,07:13:43,Vel sunt veniam eaque quia veniam recusandae tempore.,Exercitationem quia numquam harum at quas.,Resolved
INC00138,DEP007,DOC0037,NUR0092,Fire Safety Incident,Low,2024-11-08,22:13:39,Porro at blanditiis blanditiis quasi rerum. Aut consequatur optio laboriosam molestias.,Repudiandae itaque cum commodi aut minima voluptates ab sequi eius.,Resolved
INC00139,DEP007,DOC0072,NUR0060,Data Privacy Incident,Critical,2025-07-19,09:39:00,Error dolore iste provident. Aliquam autem perspiciatis quae.,Rem debitis laborum vitae quod inventore minus nostrum.,Under Investigation
INC00140,DEP002,DOC0019,NUR0131,Medication Error,Low,2024-09-15,00:53:39,Culpa nostrum officia laborum officiis exercitationem exercitationem facilis.,Ratione facere illum illo minima itaque ducimus quas debitis dicta.,Closed
INC00141,DEP004,DOC0002,NUR0117,Delay in Treatment,High,2026-02-26,02:20:42,Quaerat natus provident eum.,Nostrum culpa minus voluptatum doloremque a harum eaque error inventore.,Open
INC00142,DEP003,DOC0059,NUR0011,Fire Safety Incident,Critical,2025-11-22,08:00:49,Facere eligendi natus adipisci fugit. Officia atque explicabo tempore aliquid.,Alias explicabo dolorem esse sit libero ad eius quas.,Under Investigation
INC00143,DEP009,DOC0079,NUR0014,Equipment Failure,Medium,2025-01-10,13:31:11,Magnam placeat suscipit.,Harum nulla ex velit ipsa voluptatibus rerum fugiat.,Open
INC00144,DEP006,DOC0026,NUR0056,Data Privacy Incident,Critical,2025-09-18,06:14:53,Consequuntur alias magnam deleniti odit. Eaque rerum aliquam voluptatum voluptate omnis dolor.,Nemo amet perspiciatis sit atque repudiandae autem accusamus rem consectetur.,Closed
INC00145,DEP007,DOC0037,NUR0087,Medication Error,Low,2026-02-10,16:49:23,Nesciunt veniam mollitia incidunt rerum voluptatibus hic. Est quibusdam iusto dolorem dolor harum rem laudantium.,Nisi repellat vitae iusto quia est laborum.,Open
INC00146,DEP005,DOC0045,NUR0078,Needle Stick Injury,Critical,2024-08-21,00:12:04,Odio consequuntur dignissimos nemo illo qui id. Blanditiis et debitis rerum.,Quaerat illum consequatur nisi doloremque explicabo molestiae aliquid quasi.,Open
INC00147,DEP004,DOC0065,NUR0203,Fire Safety Incident,High,2025-07-26,13:04:19,Dolorum sint reiciendis consequatur sequi amet. Hic repellendus explicabo quos deleniti optio.,Sequi praesentium nam adipisci quasi.,Under Investigation
INC00148,DEP001,DOC0081,NUR0205,Patient Fall,Medium,2026-05-18,17:58:05,Voluptate occaecati perspiciatis aperiam error officiis. Consectetur ipsum alias nisi.,Beatae iste id fuga in error velit ad alias.,Open
INC00149,DEP001,DOC0089,NUR0205,Patient Complaint,High,2026-05-30,09:25:23,Dignissimos quas illum. Necessitatibus voluptatibus facere sint cum non placeat.,Architecto voluptatum reiciendis dolore nostrum debitis aliquam quidem.,Resolved
INC00150,DEP001,DOC0081,NUR0126,Delay in Treatment,High,2024-07-27,03:02:31,Sed impedit atque aliquid eveniet ullam at.,Atque rerum sunt doloribus cum ullam facere assumenda harum.,Closed
INC00151,DEP003,DOC0046,NUR0095,Delay in Treatment,Medium,2025-11-14,07:49:14,Sequi quas soluta quisquam modi assumenda.,Ad natus quod sit enim.,Under Investigation
INC00152,DEP003,DOC0016,NUR0133,Patient Fall,Critical,2025-09-04,20:27:56,Soluta tempore voluptas iusto.,Expedita reprehenderit cum et fuga eligendi.,Under Investigation
INC00153,DEP007,DOC0037,NUR0060,Medication Error,Medium,2026-04-16,06:22:13,Perferendis eius quibusdam.,Perspiciatis commodi ducimus similique id nemo quo error.,Closed
INC00154,DEP003,DOC0078,NUR0179,Patient Fall,Critical,2026-06-01,11:43:52,Possimus occaecati beatae dignissimos optio. Illum sit ex quo eveniet cupiditate similique.,Vel illum est consequuntur numquam vel dignissimos enim quaerat esse.,Resolved
INC00155,DEP008,DOC0022,NUR0031,Wrong Patient Identification,Medium,2025-08-03,02:54:29,Doloremque consequuntur facilis itaque atque. Debitis odio esse enim ex natus.,Repudiandae doloribus aliquid sed suscipit accusamus voluptatum in.,Resolved
INC00156,DEP002,DOC0073,NUR0024,Patient Fall,Medium,2025-10-26,14:12:40,Aliquid in quisquam praesentium.,Ab animi dicta cumque quam praesentium.,Under Investigation
INC00157,DEP010,DOC0080,NUR0074,Fire Safety Incident,Critical,2024-12-01,10:46:54,Porro unde alias fugit quisquam sit. Consequatur fuga quaerat ullam magnam exercitationem.,Veniam eum placeat impedit ex temporibus harum cum dolorum dolore.,Under Investigation
INC00158,DEP005,DOC0066,NUR0035,Medication Error,Critical,2025-08-25,18:08:36,Ratione repudiandae necessitatibus exercitationem vero id.,Mollitia similique et amet quae quis eligendi minus doloremque nihil.,Under Investigation
INC00159,DEP005,DOC0045,NUR0171,Laboratory Error,Critical,2026-05-15,07:00:43,Quibusdam minima blanditiis ullam modi distinctio quos.,Cupiditate neque iure pariatur sint nostrum facilis veniam.,Under Investigation
INC00160,DEP004,DOC0065,NUR0132,Patient Complaint,Critical,2025-11-28,22:09:01,Voluptate est quod facilis ad.,Ipsum vero error repellat delectus aperiam quia impedit.,Resolved
INC00161,DEP002,DOC0013,NUR0094,Delay in Treatment,High,2024-07-19,17:21:38,Illum odit sunt hic. Sed ad fugiat numquam expedita rem dolore.,Fugit necessitatibus enim non veritatis voluptatum assumenda esse nemo debitis.,Resolved
INC00162,DEP002,DOC0041,NUR0104,Data Privacy Incident,High,2024-09-15,01:19:50,Eaque ipsa dicta.,Recusandae recusandae accusamus officia assumenda aliquid fugiat velit eligendi veritatis.,Open
INC00163,DEP002,DOC0085,NUR0143,Laboratory Error,High,2026-01-04,18:22:10,Et non debitis dolorem iusto. Amet tenetur commodi expedita expedita similique.,Est at architecto cupiditate quas repellat unde.,Closed
INC00164,DEP007,DOC0037,NUR0173,Medication Error,Low,2024-07-19,21:38:24,Fugit exercitationem modi fugiat distinctio. Cumque repellat unde veritatis quisquam.,Vitae illum ratione odio blanditiis voluptatum.,Open
INC00165,DEP001,DOC0084,NUR0066,Patient Fall,Critical,2025-11-20,05:46:00,Sed occaecati dolore autem aspernatur nostrum tempora. Fuga sint placeat.,Quisquam perferendis maxime pariatur fugit omnis aspernatur praesentium quis ut.,Under Investigation
INC00166,DEP009,DOC0011,NUR0187,Wrong Patient Identification,Critical,2024-08-06,19:53:21,Nostrum accusamus debitis nemo doloribus atque.,Rem necessitatibus corporis consequatur pariatur debitis molestias.,Closed
INC00167,DEP007,DOC0047,NUR0092,Equipment Failure,Critical,2026-02-16,23:43:51,Facere dolorem inventore placeat.,Consequuntur dicta vel mollitia molestiae explicabo quo labore totam facilis.,Open
INC00168,DEP008,DOC0025,NUR0214,Data Privacy Incident,Low,2025-08-04,09:35:43,Hic enim id natus aut quo vero.,Eos maiores eligendi laudantium molestiae alias optio quibusdam sed.,Resolved
INC00169,DEP005,DOC0094,NUR0055,Delay in Treatment,Medium,2024-10-22,20:23:22,Eum nostrum reiciendis exercitationem. Hic quia at.,Ipsum deserunt unde a delectus aliquid pariatur qui nobis delectus.,Closed
INC00170,DEP009,DOC0052,NUR0204,Medication Error,High,2025-04-07,06:57:20,Repellendus numquam optio debitis. Quisquam architecto sunt voluptates nesciunt numquam id.,Consectetur inventore voluptatum ullam deleniti repellat.,Closed
INC00171,DEP004,DOC0018,NUR0003,Equipment Failure,Medium,2025-11-15,23:35:56,Hic blanditiis dolore sint ex consequatur ullam. Distinctio excepturi modi placeat tenetur autem vero quae.,Dolorum aliquid occaecati quos natus minus facilis alias iure ullam.,Closed
INC00172,DEP008,DOC0090,NUR0167,Medication Error,High,2025-07-28,15:20:20,Laboriosam culpa minima quod.,Quo officia quaerat ducimus.,Closed
INC00173,DEP010,DOC0097,NUR0074,Data Privacy Incident,High,2025-12-14,17:29:42,Earum molestiae necessitatibus iusto. Optio laboriosam rem praesentium aliquid.,Eius explicabo sapiente occaecati in id necessitatibus aliquam.,Resolved
INC00174,DEP002,DOC0041,NUR0080,Laboratory Error,High,2025-08-03,02:17:45,Rerum modi sit adipisci voluptas. Velit culpa fuga delectus quo.,Quisquam odit possimus eveniet numquam in delectus esse quasi neque consectetur.,Closed
INC00175,DEP003,DOC0016,NUR0038,Equipment Failure,Medium,2026-06-06,05:45:22,Tempore esse vel eveniet. Debitis quaerat repellendus tempora perferendis quas.,Atque facere nesciunt minus quaerat commodi totam corporis tenetur.,Open
INC00176,DEP009,DOC0011,NUR0124,Delay in Treatment,Low,2026-06-21,20:19:32,Tempora tempore doloribus architecto nesciunt. Nemo odit a dolore explicabo aperiam ducimus quisquam.,Consequatur voluptas ipsa deserunt neque sapiente quae quidem.,Open
INC00177,DEP001,DOC0084,NUR0121,Wrong Patient Identification,Critical,2026-03-19,07:55:13,Quod culpa blanditiis neque. Distinctio perferendis iste debitis fugiat sapiente sapiente.,Beatae quisquam cumque itaque itaque excepturi culpa laborum nemo tenetur.,Under Investigation
INC00178,DEP005,DOC0066,NUR0063,Data Privacy Incident,Medium,2025-06-01,01:21:38,Qui dolorum fuga.,Voluptates minima sunt vel veniam nemo tempora a sapiente officia.,Resolved
INC00179,DEP008,DOC0090,NUR0081,Delay in Treatment,High,2025-02-05,19:23:26,Ab debitis dignissimos totam eum nihil.,Dolor asperiores nihil perferendis nobis reprehenderit.,Closed
INC00180,DEP007,DOC0044,NUR0088,Delay in Treatment,Medium,2025-12-24,00:44:57,Explicabo nam exercitationem blanditiis quas expedita.,Eius error expedita voluptatibus culpa aut consequatur recusandae repellendus.,Resolved
INC00181,DEP004,DOC0075,NUR0189,Medication Error,Critical,2025-07-05,07:53:05,Nam debitis necessitatibus nisi nulla id quaerat. Eum a optio praesentium voluptate dolorem.,Facilis iure ab labore excepturi sint saepe autem deleniti explicabo nulla.,Open
INC00182,DEP007,DOC0095,NUR0019,Patient Fall,Critical,2025-03-04,12:25:43,Labore incidunt molestiae quis autem.,Aliquid ducimus nesciunt placeat velit alias.,Resolved
INC00183,DEP007,DOC0043,NUR0025,Equipment Failure,Medium,2026-03-23,22:56:15,Ullam repellendus amet reiciendis quae alias.,Libero facere dolor labore quae voluptatum praesentium hic fuga voluptatum.,Resolved
INC00184,DEP003,DOC0016,NUR0016,Laboratory Error,Medium,2025-09-08,23:03:23,Sunt at illo doloremque. Recusandae dolores minus aperiam autem ipsam nulla nulla.,Quia quos consequatur voluptate possimus corrupti ut saepe.,Under Investigation
INC00185,DEP006,DOC0010,NUR0230,Data Privacy Incident,High,2025-09-13,06:11:28,Est debitis nesciunt et.,Et ex voluptate facere deserunt ratione sequi.,Resolved
INC00186,DEP005,DOC0098,NUR0063,Patient Complaint,Medium,2026-04-16,20:06:13,Iste officiis dolorum laudantium corporis veniam consectetur.,Placeat consequatur vitae animi aliquid dolores.,Resolved
INC00187,DEP004,DOC0082,NUR0003,Data Privacy Incident,Medium,2025-12-16,21:33:44,Eaque quasi voluptatum omnis voluptatibus. Nobis expedita delectus ab quidem repellat alias.,Recusandae dolorum nisi ipsam expedita consectetur.,Open
INC00188,DEP005,DOC0068,NUR0158,Patient Complaint,High,2024-08-01,01:16:33,Quis maiores quae similique. Facilis occaecati dicta delectus.,Sequi quae voluptatem doloremque nisi vitae quis.,Open
INC00189,DEP003,DOC0017,NUR0016,Patient Complaint,Low,2026-03-19,04:51:38,Quas ducimus sapiente itaque autem voluptate.,Voluptates consequatur ullam repellendus laborum adipisci explicabo officia iusto.,Under Investigation
INC00190,DEP001,DOC0089,NUR0116,Patient Complaint,Medium,2026-05-16,17:22:03,Voluptatem aperiam voluptate aut. Quisquam iure nulla libero.,Quae fugiat voluptas dicta dolore fugit vel.,Under Investigation
INC00191,DEP006,DOC0028,NUR0023,Laboratory Error,High,2026-02-27,10:38:43,Culpa commodi omnis consequatur esse voluptatibus. Aperiam tempora cum et doloribus quo.,In dolor soluta quas non.,Resolved
INC00192,DEP009,DOC0057,NUR0146,Laboratory Error,Medium,2025-03-13,04:30:16,Repellendus saepe dicta rem reprehenderit natus itaque. Earum consequatur illo fugit.,Distinctio ipsa eligendi unde optio incidunt iure ea fugit error.,Closed
INC00193,DEP008,DOC0025,NUR0193,Patient Complaint,Low,2024-09-09,14:14:05,Hic deleniti fugiat assumenda quia dicta tempora.,Unde quisquam odio dolore aliquid.,Resolved
INC00194,DEP004,DOC0056,NUR0003,Delay in Treatment,Medium,2024-11-30,09:51:18,Ipsa culpa minus laudantium cum iste. Temporibus ex sunt occaecati consequuntur quam.,Ipsum iste eos rem ratione laboriosam placeat.,Open
INC00195,DEP001,DOC0081,NUR0116,Laboratory Error,Critical,2025-02-05,21:03:22,Enim sunt odio nihil velit harum. A nostrum quasi cum veniam.,Explicabo perferendis animi labore suscipit et ipsa aliquid molestiae.,Resolved
INC00196,DEP001,DOC0089,NUR0110,Equipment Failure,High,2024-09-25,12:37:50,A mollitia possimus quidem aspernatur non delectus.,Hic et qui cum unde quasi.,Open
INC00197,DEP002,DOC0083,NUR0131,Fire Safety Incident,Low,2026-06-23,19:39:00,Hic dolorum rem doloribus labore.,Temporibus numquam optio autem dolorem dolor sunt.,Resolved
INC00198,DEP002,DOC0073,NUR0005,Medication Error,Critical,2025-12-31,13:23:58,Ipsam dolor iusto rem.,Corporis enim sed nisi esse.,Closed
INC00199,DEP009,DOC0007,NUR0021,Patient Fall,Critical,2024-10-05,00:55:15,Aperiam suscipit soluta explicabo animi iure quia.,Dignissimos voluptatibus unde fugit ad sunt dolorem.,Closed
INC00200,DEP002,DOC0058,NUR0107,Laboratory Error,Critical,2025-09-27,11:46:07,Accusamus suscipit voluptatem sint illum quae asperiores.,Natus porro minus aperiam blanditiis similique repellendus.,Open
INC00201,DEP005,DOC0045,NUR0149,Patient Fall,High,2024-08-30,05:23:18,Corrupti ipsam cumque officiis eos deserunt.,Corrupti aut nostrum soluta magnam consectetur.,Resolved
INC00202,DEP004,DOC0035,NUR0117,Needle Stick Injury,Critical,2025-06-07,09:51:45,Assumenda odit sit voluptatem.,Dicta harum omnis vel veritatis illum.,Open
INC00203,DEP008,DOC0006,NUR0197,Delay in Treatment,Low,2025-05-16,00:44:04,Soluta possimus molestiae provident quaerat in rerum.,Ipsa velit necessitatibus at inventore pariatur.,Open
INC00204,DEP001,DOC0081,NUR0066,Patient Fall,Medium,2024-10-10,11:13:02,Ipsa exercitationem inventore eius dolorum dolor. Facere fuga minus nam corporis enim incidunt.,Ea quibusdam amet totam esse tempore natus nesciunt alias doloribus.,Open
INC00205,DEP005,DOC0067,NUR0030,Patient Fall,Critical,2024-07-04,07:47:21,Laboriosam assumenda temporibus non ex similique amet. Eaque laudantium error excepturi.,Impedit esse dolorum necessitatibus hic alias unde optio quas.,Closed
INC00206,DEP008,DOC0040,NUR0249,Patient Fall,High,2024-11-02,02:59:38,In consequatur vero est voluptatem adipisci. Ipsum ab laboriosam harum amet rerum corrupti.,Illo animi quo quia veniam quos fugiat suscipit accusamus.,Under Investigation
INC00207,DEP005,DOC0098,NUR0248,Delay in Treatment,Critical,2025-02-19,11:56:46,Error recusandae quas necessitatibus.,Itaque excepturi at placeat occaecati.,Open
INC00208,DEP002,DOC0039,NUR0105,Medication Error,Medium,2025-02-10,20:10:59,Et modi rem eaque perspiciatis fugiat neque molestias.,Excepturi nemo error minima est esse consectetur doloremque.,Resolved
INC00209,DEP005,DOC0094,NUR0134,Patient Complaint,High,2025-06-22,23:16:49,Adipisci cum ut.,Fugiat sunt facere aperiam fugiat facere deleniti.,Open
INC00210,DEP010,DOC0097,NUR0122,Delay in Treatment,Low,2025-11-23,01:55:38,Aliquid iste eligendi libero esse laborum aliquam.,Quas minima repellat reprehenderit iure itaque temporibus.,Resolved
INC00211,DEP001,DOC0081,NUR0192,Needle Stick Injury,Medium,2024-09-14,04:47:48,Culpa libero reiciendis natus cum omnis repudiandae.,Odio voluptas tempora amet quos eum reiciendis atque veniam.,Open
INC00212,DEP007,DOC0005,NUR0088,Patient Fall,Low,2025-08-07,15:58:16,Similique sequi dignissimos corporis vero.,Sed sint excepturi voluptatum cumque alias voluptatibus itaque cumque.,Open
INC00213,DEP008,DOC0023,NUR0072,Patient Complaint,Medium,2024-07-07,18:00:41,Accusamus sunt accusamus suscipit quo explicabo occaecati.,Sapiente ut nisi eaque ducimus.,Under Investigation
INC00214,DEP002,DOC0039,NUR0005,Wrong Patient Identification,High,2024-08-02,15:24:32,Repellendus consequatur inventore inventore aspernatur. Nihil quae maxime similique fugiat.,Expedita laboriosam beatae aliquam quis dolores consectetur temporibus amet.,Resolved
INC00215,DEP005,DOC0096,NUR0222,Fire Safety Incident,Low,2026-04-27,08:14:44,Deserunt maiores itaque sed reprehenderit velit exercitationem molestiae. Iste necessitatibus perspiciatis.,Nemo ullam quae at iure repellat soluta quas repellendus iste eligendi.,Open
